fold,evaluation_year,dimension,regime,model,rows,positives,pr_auc,roc_auc,brier,log_loss,prevalence,ece_10,calibration_slope,calibration_intercept,top_decile_precision,top_decile_lift
eval_2025,2025,market_volatility,high,range_persistence,3246,500,0.22581004173166344,0.6073084486525856,0.12975338145681914,0.43055720903322825,0.15403573629081946,0.04599318055531796,0.8226044244611054,0.05268933664711959,0.2553846153846154,1.657956923076923
eval_2025,2025,market_volatility,high,logit_state,3246,500,0.22341961258843976,0.6208616168973051,0.1289084680423818,0.42639391203741867,0.15403573629081946,0.04585554525465258,0.6583130206083373,-0.35957683072645774,0.2153846153846154,1.3982769230769232
eval_2025,2025,market_volatility,high,lgbm_price_liquidity,3246,500,0.23511546201028014,0.6341529497450837,0.12863083507939432,0.42589311227668114,0.15403573629081946,0.04335740657239086,0.7652122095716631,-0.07372884059328948,0.25846153846153846,1.6779323076923078
eval_2025,2025,market_volatility,high,lgbm_state,3246,500,0.21777381531243684,0.6169592134013109,0.13038259234875446,0.4333109365553053,0.15403573629081946,0.04992399314742834,0.6995599200360954,-0.1620074581817354,0.24307692307692308,1.5780553846153849
eval_2025,2025,market_volatility,low,temporal_tabular,51292,5231,0.2712692786247094,0.6993285080043403,0.08457957304490679,0.3011036506582857,0.10198471496529674,0.007144796923284815,1.0388991217415608,0.16645205744982383,0.3,2.941617281590518
eval_2025,2025,market_volatility,low,range_persistence,51292,5231,0.16719883501612087,0.6168008461313702,0.08984694920509652,0.3210688022336563,0.10198471496529674,0.006846593334321774,0.925392079049358,-0.09905133567278644,0.21164330218068536,2.075245317425294
eval_2025,2025,market_volatility,low,logit_state,51292,5231,0.2096621729982802,0.6773627606299728,0.08741310017858923,0.3101168447312806,0.10198471496529674,0.00790526743004818,0.9664708467776717,-0.12594832774721937,0.2596491228070175,2.5459611559964714
eval_2025,2025,market_volatility,low,lgbm_price_liquidity,51292,5231,0.2168712556841641,0.6664976668895902,0.0872812992236968,0.310871805544526,0.10198471496529674,0.004336918570736353,0.976838689945913,-0.009590058873081883,0.2475633528265107,2.4274554565431825
eval_2025,2025,market_volatility,low,lgbm_state,51292,5231,0.22951919498066953,0.6709487972095683,0.08670690981693728,0.30908220155263594,0.10198471496529674,0.002618542812048777,1.0252853347894675,0.04293806740333525,0.2578947368421053,2.5287587157532525
eval_2025,2025,stock_liquidity,high,temporal_tabular,8684,1371,0.3465941217946217,0.7240024882998144,0.120802982630027,0.3941110192461696,0.1578765545831414,0.023406628753757416,1.0560363001798723,0.29723350943283183,0.42577675489067895,2.6968966735745123
eval_2025,2025,stock_liquidity,high,range_persistence,8684,1371,0.22894179958374924,0.6057202769206003,0.13195906288546708,0.4334289692954637,0.1578765545831414,0.033635202224867565,0.6636311892780299,-0.3648225910641349,0.29228998849252014,1.8513831218592598
eval_2025,2025,stock_liquidity,high,logit_state,8684,1371,0.2847538840362872,0.6838342198674402,0.12565765620892977,0.40884364598702844,0.1578765545831414,0.01927255637127516,0.8961236415253949,-0.1936180702879841,0.3394706559263521,2.15022842893103
eval_2025,2025,stock_liquidity,high,lgbm_price_liquidity,8684,1371,0.27907129113126866,0.6701208433209925,0.12666344466910964,0.4139350644428526,0.1578765545831414,0.023382952714409887,0.8880932299333697,-0.008059616160776537,0.3222094361334868,2.0408947800023336
eval_2025,2025,stock_liquidity,high,lgbm_state,8684,1371,0.2690611609943616,0.6707519945645988,0.12644033199271296,0.4121586188393061,0.1578765545831414,0.0136171739773629,1.012077953246698,0.021822166735356138,0.3176064441887227,2.0117391402880145
eval_2025,2025,stock_liquidity,low,temporal_tabular,21193,1898,0.2596149652636953,0.6750998514277382,0.07558646696249281,0.278438031982689,0.08955787288255557,0.00913134079448236,1.096846167421224,0.3123302550708554,0.24622641509433962,2.749355329343698
eval_2025,2025,stock_liquidity,low,range_persistence,21193,1898,0.1360180069517067,0.5867748432564004,0.0805444522220243,0.2966293143927874,0.08955787288255557,0.008483521396098466,0.9495820050492594,-0.07880158385393896,0.1740566037735849,1.9435098017774417
eval_2025,2025,stock_liquidity,low,logit_state,21193,1898,0.18384200788772118,0.6558658737351493,0.07862209817714132,0.2872895556356724,0.08955787288255557,0.010747705072789892,1.1242474533179465,0.3800168622831696,0.2268867924528302,2.5334097958128714
eval_2025,2025,stock_liquidity,low,lgbm_price_liquidity,21193,1898,0.20694165977622023,0.644730463266389,0.07790060845324277,0.286636390170397,0.08955787288255557,0.009065297665975493,1.090576399692806,0.32861671082877025,0.20707547169811322,2.3121972980495853
eval_2025,2025,stock_liquidity,low,lgbm_state,21193,1898,0.22820870373761695,0.6513739452693756,0.07694457612658781,0.2839712733608257,0.08955787288255557,0.011726728902841672,1.2067563088399405,0.6488678614964754,0.22641509433962265,2.5281428315804124
eval_2025,2025,stock_liquidity,middle,temporal_tabular,24661,2462,0.2175428784545661,0.6775002196548033,0.08544866387920803,0.3048743298988331,0.09983374559020315,0.008839102904169742,0.9124341331048965,-0.09912487582222199,0.2590190514795298,2.5945039920945105
eval_2025,2025,stock_liquidity,middle,range_persistence,24661,2462,0.16027932010697626,0.612641050677812,0.08826479529613111,0.3169168920726008,0.09983374559020315,0.005627875230979447,0.9739794834269442,-0.01161982553605929,0.19983785974868262,2.0017065228522593
eval_2025,2025,stock_liquidity,middle,logit_state,24661,2462,0.187687172106614,0.6606944041250971,0.08696242684559703,0.31027379522696336,0.09983374559020315,0.011581022133647355,0.9439033823818458,-0.2338382521519443,0.23145520875557357,2.3184065406666123
eval_2025,2025,stock_liquidity,middle,lgbm_price_liquidity,24661,2462,0.18663019712735374,0.6536447199833981,0.08691760845032431,0.3105465543139766,0.09983374559020315,0.007511131796429991,0.9067213712749344,-0.22199852974752649,0.2156465342521281,2.160056531759436
eval_2025,2025,stock_liquidity,middle,lgbm_state,24661,2462,0.18910766177425004,0.650545419069345,0.08685367455573208,0.3107166351632055,0.09983374559020315,0.006113122622951866,0.9600951600761201,-0.1388903584150525,0.21280907985407377,2.131634735288917
eval_2025,2025,broker_concentration,high,temporal_tabular,34788,3523,0.2682807876864289,0.6882114467542096,0.08449297588333414,0.3021081572235792,0.10127055306427504,0.01054252429241902,1.055024824650982,0.23844961614429377,0.28628916355274503,2.826973437886146
eval_2025,2025,broker_concentration,high,range_persistence,34788,3523,0.1727485148515019,0.6173257693531062,0.08903569711454393,0.3186495756273017,0.10127055306427504,0.006828933815426317,0.9088924520353531,-0.13919505971211552,0.22334004024144868,2.205379880760578
eval_2025,2025,broker_concentration,high,logit_state,34788,3523,0.21154879102379315,0.6695555409588467,0.08678722018866879,0.30913209927915014,0.10127055306427504,0.00684145179553866,1.021198282318082,0.08281287518558644,0.2584075883874677,2.5516557436341825
eval_2025,2025,broker_concentration,high,lgbm_price_liquidity,34788,3523,0.22048776340189039,0.6578795014044692,0.0867320612683991,0.31021770513703006,0.10127055306427504,0.0068100690153035295,1.005745895719034,0.08680417894426638,0.2506467375682667,2.4750209215228107
eval_2025,2025,broker_concentration,high,lgbm_state,34788,3523,0.23931730770126494,0.6646360879335398,0.08594875308346046,0.3078504546733074,0.10127055306427504,0.008867070990331486,1.090202134337935,0.29613370053566823,0.25697039379131936,2.5374641099098545
eval_2025,2025,broker_concentration,low,temporal_tabular,19750,2208,0.267358818741544,0.7067389972141396,0.092094427867898,0.32061592805489186,0.11179746835443038,0.009466977969538186,0.9726520460973844,0.048281821390548325,0.30886075949367087,2.7626811594202896
eval_2025,2025,broker_concentration,low,range_persistence,19750,2208,0.16889494853053555,0.6156211376340675,0.09783470195523505,0.3433249755831893,0.11179746835443038,0.013791133638285026,0.9793319070836518,0.09620928745385948,0.2054655870445344,1.8378375652760663
eval_2025,2025,broker_concentration,low,logit_state,19750,2208,0.21612926925055775,0.683268566413692,0.09533548383303089,0.33096204398517604,0.11179746835443038,0.016264517219681755,0.917974467549976,-0.29000450591997684,0.25265822784810127,2.259963768115942
eval_2025,2025,broker_concentration,low,lgbm_price_liquidity,19750,2208,0.21740172322197204,0.6755135242705292,0.09504471610351911,0.3309282109434394,0.11179746835443038,0.010701152523747426,0.9194613264169489,-0.10976732265355486,0.25113924050632913,2.246376811594203
eval_2025,2025,broker_concentration,low,lgbm_state,19750,2208,0.21416031118429396,0.6706102042468676,0.09522063244693578,0.33166936531247126,0.11179746835443038,0.010705631704020013,0.9559197384662392,-0.17069767824064033,0.25164556962025314,2.250905797101449
eval_2025,2025,sector,Commercial Banks,temporal_tabular,4158,418,0.23257130669674125,0.6583546554768058,0.08581856427393778,0.3078326955959013,0.10052910052910052,0.013927732622353946,0.9494132966649471,-0.1625215954870493,0.25240384615384615,2.5107540485829962
eval_2025,2025,sector,Commercial Banks,range_persistence,4158,418,0.1493158924169638,0.604576798096359,0.08961406757474004,0.32215511550854586,0.10052910052910052,0.017815356738550055,1.1555362701757712,0.5646423233476487,0.18509615384615385,1.8412196356275305
eval_2025,2025,sector,Commercial Banks,logit_state,4158,418,0.1814450215299821,0.6521505513906302,0.08800528551817215,0.31404013022196825,0.10052910052910052,0.016520000081242048,0.9571934393671856,-0.2543518920983641,0.23798076923076922,2.3672823886639676
eval_2025,2025,sector,Commercial Banks,lgbm_price_liquidity,4158,418,0.20174725373726846,0.6472232172555842,0.08710746927031329,0.3119270246742213,0.10052910052910052,0.01576258470377022,0.9321346233117789,-0.13197544026080682,0.22355769230769232,2.2238107287449393
eval_2025,2025,sector,Commercial Banks,lgbm_state,4158,418,0.211942455990918,0.6508501138602462,0.08678330206284564,0.31120597045730986,0.10052910052910052,0.011234497398796488,0.9189290568760706,-0.27455319262097283,0.21394230769230768,2.128162955465587
eval_2025,2025,sector,Development Banks,temporal_tabular,3315,348,0.33771929522569943,0.737585664532075,0.08371675172332023,0.2962575394905536,0.10497737556561086,0.019008375485322325,1.1494510408448069,0.4876184199842804,0.3614457831325301,3.443082675529705
eval_2025,2025,sector,Development Banks,range_persistence,3315,348,0.1880840161289141,0.636401276106133,0.09177765638412982,0.32510268951532567,0.10497737556561086,0.01567701262878443,0.7781583174041742,-0.5156738469832235,0.22289156626506024,2.123234316576651
eval_2025,2025,sector,Development Banks,logit_state,3315,348,0.2447148831374186,0.719283768968229,0.08754479792365771,0.3068159572426028,0.10497737556561086,0.02424965723261686,1.0615781083497045,0.08954443193201173,0.3042168674698795,2.897927918570835
eval_2025,2025,sector,Development Banks,lgbm_price_liquidity,3315,348,0.24600226936117772,0.7021557050931899,0.08804985087561777,0.3099133733450863,0.10497737556561086,0.0159529066036132,1.0847407402993348,0.2050420042160597,0.286144578313253,2.7257737847943497
eval_2025,2025,sector,Development Banks,lgbm_state,3315,348,0.2896916677721206,0.7178745898368647,0.08593612527523677,0.3034368446500621,0.10497737556561086,0.02041057817339273,1.241073562363602,0.477164450232862,0.3253012048192771,3.0987744079767343
eval_2025,2025,sector,Finance,temporal_tabular,3311,291,0.24788971511613306,0.7109305659862087,0.07453875429147724,0.27163218134292233,0.08788885533071579,0.01510475751499743,1.0202196216857375,0.18711607663908914,0.286144578313253,3.2557549786775972
eval_2025,2025,sector,Finance,range_persistence,3311,291,0.1678666980512747,0.6608526205593863,0.07799492927035039,0.28601362875567765,0.08788885533071579,0.020493505463719437,1.275770616807013,0.4854968938236115,0.22289156626506024,2.5360617728646546
eval_2025,2025,sector,Finance,logit_state,3311,291,0.21558705329423125,0.7111023872920508,0.07566832312850966,0.27517291391149395,0.08788885533071579,0.016826707746100455,1.10162247459936,-0.0036748722038710516,0.2620481927710843,2.9815861383679048
eval_2025,2025,sector,Finance,lgbm_price_liquidity,3311,291,0.25029979161386895,0.7036913133519948,0.0746205335377806,0.2732310784682639,0.08788885533071579,0.016813875067684402,1.1177705807446823,0.06447811558875907,0.2560240963855422,2.913043928290482
eval_2025,2025,sector,Finance,lgbm_state,3311,291,0.2332987736185504,0.7043547028970665,0.0750999905201665,0.2736845135446559,0.08788885533071579,0.012240704983020234,1.1319920426985377,0.18871736295987845,0.25903614457831325,2.9473150333291933
eval_2025,2025,sector,Hotels And Tourism,temporal_tabular,1339,143,0.2888440363380932,0.7098720677315996,0.08725139697274058,0.3075298752508124,0.10679611650485436,0.015402875077104593,1.094406054082195,0.2543568642861564,0.3208955223880597,3.0047489823609226
eval_2025,2025,sector,Hotels And Tourism,range_persistence,1339,143,0.20669324305206047,0.6511039128095986,0.09317442720809267,0.32906511086856366,0.10679611650485436,0.0291581720475523,1.4092583610974894,1.187823545516828,0.30597014925373134,2.8649932157394846
eval_2025,2025,sector,Hotels And Tourism,logit_state,1339,143,0.22778596709693053,0.6861975816825316,0.09046485368525752,0.3174799091453231,0.10679611650485436,0.01603813860981062,1.0303517721892173,0.04068537279531941,0.2835820895522388,2.655359565807327
eval_2025,2025,sector,Hotels And Tourism,lgbm_price_liquidity,1339,143,0.2527796806139042,0.6724103655541783,0.08960077986762897,0.31710180116674286,0.10679611650485436,0.01922542304441346,1.0313793856633093,0.12909840615335133,0.27611940298507465,2.5854816824966083
eval_2025,2025,sector,Hotels And Tourism,lgbm_state,1339,143,0.24124744349124794,0.6428830366957458,0.09046427252521866,0.3218284604018952,0.10679611650485436,0.02652508343022473,0.9363026613277334,-0.0717919976993155,0.27611940298507465,2.5854816824966083
eval_2025,2025,sector,Hydro Power,temporal_tabular,20333,2103,0.24922055863665393,0.6872151660676478,0.08706339298107758,0.3093303270832569,0.1034279250479516,0.014504601387034523,0.9783896443690484,0.13136961855392357,0.27876106194690264,2.6952204814866247
eval_2025,2025,sector,Hydro Power,range_persistence,20333,2103,0.17444029608079242,0.6216841833715072,0.09061506604960988,0.322951152865553,0.1034279250479516,0.0048639029545597045,0.9683656782075728,-0.04363149011009457,0.22123893805309736,2.139063874195734
eval_2025,2025,sector,Hydro Power,logit_state,20333,2103,0.192208983576036,0.6591491819147164,0.089889004391392,0.318204632846305,0.1034279250479516,0.013353756724021726,0.8353590462158781,-0.40091742780626305,0.22812192723697147,2.205612528059601
eval_2025,2025,sector,Hydro Power,lgbm_price_liquidity,20333,2103,0.20071374146151982,0.6539034563636985,0.08931925754874463,0.31740065808857487,0.1034279250479516,0.007423148286593089,0.8733282618579218,-0.23343043882540068,0.2335299901671583,2.2579007560954967
eval_2025,2025,sector,Hydro Power,lgbm_state,20333,2103,0.20496085453904034,0.6532655201708815,0.08916958159972983,0.31701213564247943,0.1034279250479516,0.007975062967475077,0.8926784178221694,-0.2332675223700798,0.23303834808259588,2.2531472808195065
eval_2025,2025,sector,Investment,temporal_tabular,1573,158,0.24477503684454166,0.6557722413561747,0.08533980148485779,0.3085771731372096,0.10044500953591863,0.017211440808062178,0.9335515734461133,0.059700142676602855,0.26582278481012656,2.6464508892805636
eval_2025,2025,sector,Investment,range_persistence,1573,158,0.16204652921583368,0.6050051438028359,0.08890628481053764,0.3192077915741882,0.10044500953591863,0.016511614447817662,1.116420890047978,0.291358394468544,0.189873417721519,1.8903220637718314
eval_2025,2025,sector,Investment,logit_state,1573,158,0.17524763722519873,0.6474348078901463,0.08838217522719914,0.3156127377891871,0.10044500953591863,0.018192775067089738,0.8020180264261207,-0.47346495701622016,0.189873417721519,1.8903220637718314
eval_2025,2025,sector,Investment,lgbm_price_liquidity,1573,158,0.22659776750355487,0.647394552041866,0.08621034871447104,0.30999557863805277,0.10044500953591863,0.014625837775890861,1.0290620228051932,0.20687485515778375,0.24050632911392406,2.3944079474443196
eval_2025,2025,sector,Investment,lgbm_state,1573,158,0.22689328588447283,0.6423536252627813,0.08605240740852434,0.3099329876378671,0.10044500953591863,0.02568206385415008,0.9970472290154996,-0.09560134061039961,0.26582278481012656,2.6464508892805636
eval_2025,2025,sector,Life Insurance,temporal_tabular,2975,356,0.32526739456777576,0.7264448219793986,0.09573832292741322,0.3291749919795327,0.11966386554621848,0.02018981715075734,1.2247769554044903,0.576146244382356,0.35570469798657717,2.972532237387829
eval_2025,2025,sector,Life Insurance,range_persistence,2975,356,0.19750152267086224,0.6263878699735297,0.10406031561253441,0.3609161942495994,0.11966386554621848,0.027909005387948587,1.2811706371860427,0.9350642215723668,0.2483221476510067,2.0751640147801824
eval_2025,2025,sector,Life Insurance,logit_state,2975,356,0.2747096363292618,0.7308540441286879,0.09790906592699523,0.33451979377077606,0.11966386554621848,0.027266026333049607,1.3039407561097605,0.6346157234118276,0.33221476510067116,2.7762329386924067
eval_2025,2025,sector,Life Insurance,lgbm_price_liquidity,2975,356,0.25420952574383676,0.6844354779892832,0.10005546253594581,0.3446934585514267,0.11966386554621848,0.024205623865307724,1.128061863833642,0.4996595017296017,0.2953020134228188,2.467762612171028
eval_2025,2025,sector,Life Insurance,lgbm_state,2975,356,0.2910867279193573,0.7094493137873191,0.0976167818054241,0.3358776346738729,0.11966386554621848,0.02255181451359418,1.3728686127541954,0.7935741746749966,0.3221476510067114,2.6921046678229392
eval_2025,2025,sector,Manufacturing And Processing,temporal_tabular,1812,194,0.3345905945601014,0.729706395830413,0.08512825160701977,0.2999129149301389,0.10706401766004416,0.02147833500283608,1.280990283510648,0.6016793503473131,0.38461538461538464,3.5923869944488502
eval_2025,2025,sector,Manufacturing And Processing,range_persistence,1812,194,0.20039611725853856,0.6319068341977495,0.0939211677518816,0.3326067299782383,0.10706401766004416,0.028752377289360056,1.178125194217389,0.6926317326211954,0.24725274725274726,2.3093916392885463
eval_2025,2025,sector,Manufacturing And Processing,logit_state,1812,194,0.2578793557259993,0.6694595593388809,0.08965128838281622,0.31704971942133103,0.10706401766004416,0.024709576606111,1.0417966160130374,0.08260562188619541,0.34065934065934067,3.1818284807975528
eval_2025,2025,sector,Manufacturing And Processing,lgbm_price_liquidity,1812,194,0.2779504305308853,0.6975297235991997,0.08882249512706959,0.31292109489970027,0.10706401766004416,0.021123565693754898,1.2470939804488061,0.6359014110191542,0.3076923076923077,2.87390959555908
eval_2025,2025,sector,Manufacturing And Processing,lgbm_state,1812,194,0.2520391306851972,0.6621513131905242,0.09003899772625092,0.31937503271880036,0.10706401766004416,0.013326809504689835,1.0921118888613028,0.11979221946312073,0.2692307692307692,2.514670896114195
eval_2025,2025,sector,Microfinance,temporal_tabular,10931,1195,0.26901465701167326,0.6946009375547938,0.09035767823600387,0.31699484870037475,0.109322111426219,0.006996010761330071,1.0093125753583112,0.08541371805948991,0.3062157221206581,2.80104105313884
eval_2025,2025,sector,Microfinance,range_persistence,10931,1195,0.17004756261038534,0.6107286763871651,0.09613013166535234,0.3385786355930404,0.109322111426219,0.011531575101574154,0.7901486747360129,-0.33686587183562944,0.21663619744058502,1.981632028638523
eval_2025,2025,sector,Microfinance,logit_state,10931,1195,0.22718414245734098,0.676016973626759,0.09264268389878322,0.32470585575295124,0.109322111426219,0.009593769674616734,0.9785839179584727,0.058806025509355826,0.26782449725776963,2.449865756924418
eval_2025,2025,sector,Microfinance,lgbm_price_liquidity,10931,1195,0.20837702302512365,0.6611074629636633,0.09366158105774695,0.32862920148691066,0.109322111426219,0.01303605915276187,0.9535998280842368,0.02491410003828589,0.236745886654479,2.165580993322268
eval_2025,2025,sector,Microfinance,lgbm_state,10931,1195,0.2300342811360861,0.6690342188590505,0.0928573105157681,0.3263109154258018,0.109322111426219,0.015124519815358575,1.0474973507877794,0.27455686003531354,0.26691042047531993,2.441504440347885
eval_2025,2025,sector,Non Life Insurance,temporal_tabular,2805,326,0.27974074870854543,0.6908819358686586,0.0952374608567446,0.33067304957354465,0.1162210338680927,0.01281455134205959,1.004716120985705,0.056528198427814244,0.3096085409252669,2.6639630591882626
eval_2025,2025,sector,Non Life Insurance,range_persistence,2805,326,0.19826727347913875,0.6065663227553165,0.101204082147577,0.35447424904293495,0.1162210338680927,0.03011991710337139,1.1637342801153574,0.7187233403659093,0.24555160142348753,2.1127982883217253
eval_2025,2025,sector,Non Life Insurance,logit_state,2805,326,0.24638353964627627,0.6745917238546119,0.09717931059939759,0.3369114187685161,0.1162210338680927,0.02111985708545384,1.0584906027350927,0.20153537340534,0.26334519572953735,2.2658996135624303
eval_2025,2025,sector,Non Life Insurance,lgbm_price_liquidity,2805,326,0.2553888890843398,0.6663371090163509,0.09725701267336762,0.33939112190506454,0.1162210338680927,0.020892540000949786,1.010867361818247,0.2240115404162052,0.28113879003558717,2.419000938803135
eval_2025,2025,sector,Non Life Insurance,lgbm_state,2805,326,0.26001972356904546,0.658427725408771,0.09723437005033103,0.3398891740639218,0.1162210338680927,0.01921309390809909,1.0300830258670801,0.2759624344243791,0.2918149466192171,2.510861733947558
eval_2025,2025,sector,Others,temporal_tabular,1536,148,0.2779972206417518,0.7271740400342706,0.07953435025133347,0.2836648853362622,0.09635416666666667,0.021314315231211373,1.0743563917441927,0.18762057752385114,0.33116883116883117,3.4369954369954367
eval_2025,2025,sector,Others,range_persistence,1536,148,0.2025690450193994,0.616023444193473,0.08421605938793247,0.30516900931058627,0.09635416666666667,0.015215239354847213,1.285501692670451,0.6629297878861655,0.21428571428571427,2.2239382239382235
eval_2025,2025,sector,Others,logit_state,1536,148,0.21938867432101383,0.6974014720772647,0.08278449261502376,0.2962685400128479,0.09635416666666667,0.018937785882795464,1.0810506369087418,-0.010377453378227316,0.2532467532467532,2.6282906282906278
eval_2025,2025,sector,Others,lgbm_price_liquidity,1536,148,0.2594077861088901,0.6873198847262249,0.08128493687953788,0.29328899149778526,0.09635416666666667,0.015386883204081566,1.1203353798482731,0.27826907223629477,0.23376623376623376,2.426114426114426
eval_2025,2025,sector,Others,lgbm_state,1536,148,0.2638442398096625,0.7139623413038398,0.08081491505425,0.2901695912176084,0.09635416666666667,0.022330909405314403,1.264459354535269,0.38181885039102725,0.2597402597402597,2.695682695682695
