evaluation_year,metric,bootstrap_mean,ci_lower,ci_upper,probability_above_zero,draws,point_estimate
2024,pr_auc_difference,0.06927312856986423,0.04299734712478993,0.09449411277026552,1.0,2000,0.07191206214488746
2024,brier_difference,-0.004709965746543256,-0.007365536681150275,-0.002460219457910242,0.0,2000,-0.004741973413511291
2024,log_loss_difference,-0.016773045767682397,-0.02514478936699823,-0.009554776478046647,0.0,2000,-0.016902865938912326
2024,top_fraction_precision_difference,0.06894807725539573,0.03817209922717553,0.09979787989346117,1.0,2000,0.07001123174840884
2025,pr_auc_difference,0.04046236712006009,0.026190170888762195,0.05487851805120838,1.0,2000,0.0403489448613617
2025,brier_difference,-0.002083955650851195,-0.0031238870108035144,-0.0012464611319474733,0.0,2000,-0.0020606937855071616
2025,log_loss_difference,-0.007738624661317153,-0.011180751592841594,-0.004747607029366176,0.0,2000,-0.007665635511356073
2025,top_fraction_precision_difference,0.042429376743981055,0.023765987923678313,0.06687211642357707,1.0,2000,0.04180418041804179
